date change,STATUS,voorveerkit,achterveerkit,combikit,MERK,TYPE,Year,FORK HYPERPRO NR,FORK HYPERPRO OIL,OILLEVEL,FORK SPRING PRELOAD,FORK STATIC SAG,FORK COMPRESION,FORK REBOUND,FORK EXTRA INFO,REAR HYPERPRO NR,REAR SPRING PRELOAD,REAR STATIC SAG,REAR COMPRESION,REAR REBOUND,REAR EXTRA INFO,PROD_EXTRA_INF,chassis nummer,eu nummer
2015-11-27,,SP-BE11-SSA004,,,BENELLI,CENTURY CAFÉ RACER (50MM FORK),11>,1032,2X SAE 20,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2015-11-27,,SP-BE11-SSA003,,,BENELLI,CAFÉ RACER (50MM FORK),10>,1032,2X SAE 20,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2018-12-21,UD,SP-BE02-SSA001UD,SP-BE02-SSB001UD,SP-BE02-SSC001UD,BENELLI,TNT 25 (BJ250),,,,,,,,,,,,,,,,,,
2025-09-23,,,SP-BE01-SSB001,,BENELLI,TNT 125 (also 135),17-25,,,,NOT ADJUSTABLE,,NOT ADJUSTABLE,NOT ADJUSTABLE,,1349,7 MM,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,mount the eye 10MM on the rod for more stroke.,,,e13*168/2013*00124*03
2018-12-21,UD,SP-BE03-SSA002UD,SP-BE03-SSB002UD,SP-BE03-SSC002UD,BENELLI,TNT 300 (RKX300-TNT250),,,,,,,,,,,,,,,,,,
2025-09-23,,SP-BE04-SSA001,,,BENELLI,IMPERIALE 400,19-25,1629,SAE 15,150 MM,NOT ADJUSTABLE,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,YES THE HYPERPRO SPRING SHOULD BE 15MM SHORTER THEN OEM,,,,,,,,,
2025-09-23,,SP-BE05-SSA003,SP-BE05-SSB003,SP-BE05-SSC003,BENELLI,LEONCINO 500,17-25,1594,2X SAE 15,140 MM,NOT ADJUSTABLE,24 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,REMOVE THE NUT FROM THE CARTRIDGE ROD TO REMOVE THE FRONT SPRING,1376,HPA MIN PRELOAD,10 MM,NOT ADJUSTABLE,5 KLICKS,,,,e13*168/2013*00220
2018-12-21,UD,SP-BE03-SSA001UD,SP-BE03-SSB001UD,SP-BE03-SSC001UD,BENELLI,302 R,17-24,,,,,,,,,,,,,,,,,
2025-09-23,L,,SP-BE05-SSB007,,BENELLI,LEONCINO 500 30mm lower,17-25,,2X SAE 15,140 MM,NOT ADJUSTABLE,24 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,0610,HPA MIN PRELOAD,30 MM,NOT ADJUSTABLE,5 KLICKS,,,,e13*168/2013*00220
2025-09-23,L,SP-BE03-SSA002,SP-BE03-SSB002,SP-BE03-SSC002,BENELLI,BN 302   30MM LOWER,17-25,1603,SAE 15,100 MM,NOT ADJUSTABLE,35 MM,NOT ADJUSTABLE,1 TURN OPEN,RAISE THE FORK 10MM THROUGH THE TRIPLECLAMP,1397,2-3 MM,50 MM,NOT ADJUSTABLE,10 KLICKS,,,ZBNP,e13*168/2013*00012
2025-09-23,L,,SP-BE05-SSB009,,BENELLI,LEONCINO 500 TRAIL 25mm lower,17-20,,,,,,,,,0460,HPA MIN PRELOAD,30 MM,NOT ADJUSTABLE,5 KLICKS,,,,e13*168/2013*00220
2025-09-23,UD,SP-BE05-SSA008,SP-BE05-SSB008,SP-BE05-SSC008,BENELLI,LEONCINO 500 TRAIL EURO5,21-25,,,140 MM,NOT ADJUSTABLE,,NOT ADJUSTABLE,NOT ADJUSTABLE,,,HPA MIN PRELOAD,10 MM,NOT ADJUSTABLE,5 KLICKS,,,,e13*168/2013*00220
2025-09-23,,SP-BE05-SSA002,SP-BE05-SSB002,SP-BE05-SSC002,BENELLI,TRK 502 X,17-25,1760,2X SAE 15,140 MM,NOT ADJUSTABLE,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,Use original 54 mm bush( or cut the 82mm bush to 54mm),1761,10 MM,15 MM,5 KLICKS,4 KLICKS,,,,e13*168/2013*00123
2025-09-23,,SP-BE03-SSA001,SP-BE03-SSB001,SP-BE03-SSC001,BENELLI,BN 302,17-25,1555,SAE 15,100 MM,NOT ADJUSTABLE,28 MM,NOT ADJUSTABLE,1 TURN OPEN,,1331,10 MM,10 MM,NOT ADJUSTABLE,10 KLICKS,,,ZBNP,e13*168/2013*00012
2025-09-23,L,SP-BE05-SSA004,SP-BE05-SSB004,SP-BE05-SSC004,BENELLI,TRK 502 X 30MM LOWER,17-25,1787,2X SAE 15,140 MM,NOT ADJUSTABLE,65 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,Use original 54 mm bush( or cut the 82mm bush to 54mm),1225,3 MM,40 MM,5 KLICKS,4 KLICKS,,,,e13*168/2013*00123
2025-09-23,,SP-BE05-SSA006,SP-BE05-SSB006,SP-BE05-SSC006,BENELLI,LEONCINO 500 TRAIL,17-20,1594,2X SAE 15,140 MM,NOT ADJUSTABLE,24 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,REMOVE THE NUT FROM THE CARTRIDGE ROD TO REMOVE THE FRONT SPRING,1224,HPA MIN PRELOAD,10 MM,NOT ADJUSTABLE,5 KLICKS,,,,e13*168/2013*00220
2025-09-23,L,SP-BE05-SSA005,SP-BE05-SSB005,SP-BE05-SSC005,BENELLI,TRK 502 (BJ500GS) 30MM LOWER,17-25,1788,2X SAE 5,140 MM,NOT ADJUSTABLE,60 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,Use original 59 mm bush,1397,5 MM,40 MM,NOT ADJUSTABLE,4-6 KLICKS,,,,e13*168/2013*00123*00
2025-09-23,,SP-BE05-SSA001,SP-BE05-SSB001,SP-BE05-SSC001,BENELLI,TRK 502 (BJ500GS),17-25,1469,2X SAE 5,140 MM,NOT ADJUSTABLE,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,Use original 59 mm bush,1331,15 MM,10 MM,NOT ADJUSTABLE,4-6 KLICKS,,,,e13*168/2013*00123*00
2019-03-15,,SP-BE06-SSA002,SP-BE06-SSB002,SP-BE06-SSC002,BENELLI,TNT 600 GT (BJ600GS-A),18-19,1767,2X SAE 15,140 MM,NOT ADJUSTABLE,24 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,YES THE HYPRPRO SPRING SHOULD BE 25MM LONGER THEN THE OEM SPRING,1331,15 MM,15 MM,NOT ADJUSTABLE,10 KLICKS,,,BJ465MS-A,
2024-03-29,,SP-BE06-SSA001,SP-BE06-SSB001,SP-BE06-SSC001,BENELLI,TNT 600 (BN600),13-15,1594,"2XSAE 7,5",160 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,MEASURE AIRCHAMBER OF 160MM WITHOUT SPRING AND BUSH,1331,10 MM,10 MM,NOT ADJUSTABLE,4-6 KLICKS,,,,
2025-09-23,,SP-BE07-SSA005,SP-BE07-SSB005,SP-BE07-SSC005,BENELLI,TRK 702 X,23-25,1760,2X SAE 15,140 MM,NOT ADJUSTABLE,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,Use original 54 mm bush( or cut the 82mm bush to 54mm),1761,10 MM,15 MM,NOT ADJUSTABLE,4 KLICKS,,,,
2025-09-23,L,SP-BE07-SSA004,SP-BE07-SSB004,SP-BE07-SSC004,BENELLI,TRK 702  30MM LOWER,23-25,1788,2X SAE 5,140 MM,NOT ADJUSTABLE,60 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,Use original 59 mm bush,1397,5 MM,40 MM,NOT ADJUSTABLE,4-6 KLICKS,,,,
2025-09-23,L,SP-BE07-SSA006,SP-BE07-SSB006,SP-BE07-SSC006,BENELLI,TRK 702 X 30MM LOWER,23-25,1787,2X SAE 15,140 MM,NOT ADJUSTABLE,65 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,Use original 54 mm bush( or cut the 82mm bush to 54mm),1225,3 MM,40 MM,5 KLICKS,4 KLICKS,,,,
2025-09-23,,SP-BE07-SSA003,SP-BE07-SSB003,SP-BE07-SSC003,BENELLI,TRK 702,23-25,1469,2X SAE 5,140 MM,NOT ADJUSTABLE,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,Use original 59 mm bush,1331,15 MM,10 MM,NOT ADJUSTABLE,4-6 KLICKS,,,,
2015-11-27,,SP-BE09-SSA003,,,BENELLI,TORNADO RS 900 (50mm Marzocchi),,1032,2X SAE 20,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2025-09-23,ud,,,,BENELLI,TRK 800,23-25,,,,,,,,,,,,,,,,,
2015-11-27,,SP-BE09-SSA002,,,BENELLI,TNT 889 S (50mm Marzocchi),10>,1032,2X SAE 20,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2025-09-23,ud,,,,BENELLI,LEONCINO 800,22-25,,,,,,,,,,,,,,,,,
,,SP-BE09-SSA001,SP-BE09-SSB001,SP-BE09-SSC001,BENELLI,TORNADO TRE 900,02  >,1034,SAE 15,160 MM,"7,5 TURN FROM MIN",25 MM,2 TURNS (+/- 0.5),"1,5 TURN OPEN (+/- 0.5)",MEASURE AIRCHAMBER OF 160MM WITHOUT SPRING AND BUSH (BUSH IS UNDER THE SPRING),1033,12 MM,10 MM,12-15 KLICKS,4-6 KLICKS,,,TN,
2025-09-23,,SP-BE07-SSA001,SP-BE07-SSB001,SP-BE07-SSC001,BENELLI,752S,19-25,1833,2x SAE 15,140 MM,5 turns,28 MM,2 Turns open,2 Turns open,,1654,,,,,,,,e13*168/2013*00533*01
2015-11-27,,SP-BE09-SSA004,,,BENELLI,TNT 889 (50mm Marzocchi),,1032,2X SAE 20,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2015-11-27,,SP-BE09-SSA005,,,BENELLI,TNT 889 S ( 43MM MARZOCCHI),09<,1034,SAE 15,160 MM,"7,5 TURN FROM MIN",25 MM,2 TURNS (+/- 0.5),"1,5 TURN OPEN (+/- 0.5)",MEASURE AIRCHAMBER OF 160MM WITHOUT SPRING AND BUSH (BUSH IS UNDER THE SPRING),,,,,,,,,
2025-09-23,ud,,,,BENELLI,LEONCINO 800 TRAIL,22-25,,,,,,,,,,,,,,,,,
2025-09-23,L,SP-BE07-SSA002,LK-BE07-001-35,SP-BE07-SLS002,BENELLI,752S 35MM LOWER,19-25,1834,2x SAE 15,130 MM,Minimal,65 MM,2 Turns open,2 Turns open,,LK-BE07-001-35,POS 1,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,e13*168/2013*00533*01
2017-06-23,,SP-BE11-SSA002,SP-BE11-SSB002,SP-BE11-SSC002,BENELLI,TRE 1130 K AMAZONAS,07-11,1336,2X SAE 20,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,1296,15 MM,20 MM,NOT ADJUSTABLE,12 KLICKS,,,TK,
2015-11-27,,SP-BE11-SSA006,,,BENELLI,TNT SPORT / SPORT EVO (50MM FORK),,1032,2X SAE 20,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2015-11-27,,SP-BE11-SSA005,,,BENELLI,TORNADO 1130 (50MM FORK),,1032,2X SAE 20,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2024-03-06,,SP-BE11-SSA001,SP-BE11-SSB001,SP-BE11-SSC001,BENELLI,TNT 1130,04-13,1032,2X SAE 20,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,1033,15 MM,10 MM,NOT ADJUSTABLE,10 KLICKS,,,TN,
2018-04-12,C,,,,BETA,RR 250/300 2T 48 N/mm,10-18,,,,,,,,,471-048,,,,,,,,
2017-05-31,C,,,,BETA,"RR 250/300 2T 5,0 KG/mm",12-17,356-050,"SAE 7,5",130 MM,,,,,,,,,,,,,,
2017-05-31,C,,,,BETA,"RR 250/300 2T 4,5 KG/mm",12-17,356-045,"SAE 7,5",130 MM,,,,,,,,,,,,,,
2018-04-12,C,,,,BETA,RR 250/300 2T 69 N/mm,10-18,,,,,,,,,472-069,,,,,,,,
2018-04-12,C,,,,BETA,RR 250/300 2T 51 N/mm,10-18,,,,,,,,,471-051,,,,,,,,
2018-04-12,C,,,,BETA,RR 250/300 2T 54 N/mm,10-18,,,,,,,,,471-054,,,,,,,,
2018-04-12,C,,,,BETA,RR 250/300 2T 57 N/mm,10-18,,,,,,,,,471-057,,,,,,,,
2018-04-12,C,,,,BETA,RR 250/300 2T 60 N/mm,10-18,,,,,,,,,471-060,,,,,,,,
2018-04-12,C,,,,BETA,RR 250/300 2T 61 N/mm,10-18,,,,,,,,,472-061,,,,,,,,
2018-04-12,C,,,,BETA,RR 250/300 2T 63 N/mm,10-18,,,,,,,,,472-063,,,,,,,,
2018-04-12,C,,,,BETA,RR 250/300 2T 66 N/mm,10-18,,,,,,,,,472-066,,,,,,,,
2017-05-31,C,,,,BETA,"RR 250/300 2T 4,8 KG/mm",12-17,356-048,"SAE 7,5",130 MM,,,,,,,,,,,,,,
2018-04-12,C,,,,BETA,RR 250/300 2T 76 N/mm,10-18,,,,,,,,,472-076,,,,,,,,
2018-04-12,C,,,,BETA,RR 250/300 2T 80 N/mm,10-18,,,,,,,,,472-080,,,,,,,,
2018-04-12,C,,,,BETA,RR 250/300 2T 84 N/mm,10-18,,,,,,,,,472-084,,,,,,,,
2018-04-12,C,,,,BETA,RR 250/300 2T 88 N/mm,10-18,,,,,,,,,472-088,,,,,,,,
2018-04-12,C,,,,BETA,RR 250/300 2T 92 N/mm,10-18,,,,,,,,,472-092,,,,,,,,
2018-04-12,C,,,,BETA,RR 250/300 2T 45 N/mm,10-18,,,,,,,,,471-045,,,,,,,,
2018-04-12,C,,,,BETA,RR 250/300 2T 72 N/mm,10-18,,,,,,,,,472-072,,,,,,,,
2017-01-11,UD,SP-BT02-SSA001UD,,,BETA,ALP 200,08-11,1625+65MM BUS,SAE 10,190 MM,NOT ADJUSTABLE,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,1625 PROTO + 65MM BUSH,,,,,,,,,
,,SP-BI11-SSA001,,,BIMOTA,SB 4 S,84>,2093,"SAE 2,5",160 MM,--,--,--,--,,,,,,,,,,
,,SP-BI09-SSA002,SP-BI09-SSB002,SP-BI09-SSC002,BIMOTA,YB9 SR WITH PAOLI 43MM,94 >,0451,15 (TEST),150 - 160 MM,--,24 MM,?,?,,0443,12 - 17 MM,10 - 15 MM,TO BE TESTED,TO BE TESTED,,,,
,,SP-BI05-SSA001,,,BIMOTA,KB 2 (Fi 40 RACE),82-83,2093,"SAE 7,5",150 MM,--,--,--,--,,,,,,,,,,
,,SP-BI10-SSA001,,,BIMOTA,YB 6/8 (42 M1R),88-95,2085,SAE 5,150 MM,--,--,--,--,,,,,,,,,,
,,SP-BI07-SSA001,,,BIMOTA,YB 4 (42 M1R),91-93,2085,SAE 5,150 MM,--,--,--,--,,,,,,,,,,
,,SP-BI12-SSA001,,,BIMOTA,YB 5,87,2085,SAE 5,150 MM,--,--,--,--,,,,,,,,,,
,,,SP-BI09-SSB001,,BIMOTA,DB 2 (SR),93 - 95 <,--,--,--,--,--,--,--,,0179,12 - 17 MM,10 - 15,TO BE TESTED,TO BE TESTED,,,,
,,,SP-BM05-SKD001,,BMW,R50-60-75/5 '69-'73 R60-75-90/6 R90/S '73-76 R60-75/7 '76-77 R100/7/S '76-78 R100 '80-'84 R80/7 '77-'84 R100/T '78-'80 KONI SCHOCK'S,,,,,,,,,,0253 (BLACK),,,,,,,,
,,SP-BM05-SSA003,,,BMW,R50-60-75/5 '69-'73 R60-75-90/6 R90/S '73-'76 R60-75/7 '76-'77 R80/7 '77-'84 R100/7/S '76-'78 R100/T '78-'80 R100 '80-'84 + FAIRING,,1057,SAE 5,250 MM,NOT ADJUSTABLE,65 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,"Yes the hyperpro spring should be 35mm shorter then original, it needs almost 0 preload.",0426 (BLACK),POS. 1,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,TWIN BLACK SHOCK,,,
,,SP-BM05-SSA001,SP-BM05-SSO001,SP-BM05-SSP001,BMW,R50-60-75/5 '69-'73 R60-75-90/6 R90/S '73-76 R60-75/7 '76-77 R100/7/S '76-78 R100 '80-'84 R80/7 '77-'84 R100/T '78-'80,,0075,SAE 5,250 MM,NOT ADJUSTABLE,65 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,0426 (BLACK),POS. 1,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,TWIN BLACK SHOCK,,,
2025-07-15,L,SP-BM03-SSA002,SP-BM03-SSB002,SP-BM03-SSC002,BMW,G 310 R 25MM LOWER,16-25,1684,SAE 15,110 MM,NOT ADJUSTABLE,45 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,"YES THE HYPERPRO SPRINGS SHOULD BE 20MM SHORTER, USE OEM 140MM PRELOAD BUSH. MOUNT THE FORK 10 MMM THROUGH THE TRIPLE CLAMP",1685,POS 1-2,35 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,K03,e1*168/2013*00017
2024-05-06,ud,,,,BMW,G 450 X,08-11,1321?,"2x SAE 7,5",130 MM,,,,,inner guidebush needs to be machined DO smaller,,,,,,,,,
2025-07-15,,SP-BM03-SSA001,SP-BM03-SSB001,SP-BM03-SSC001,BMW,G 310 R,16-25,1231,SAE 15,110 MM,NOT ADJUSTABLE,26 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,"YES THE HYPERPRO SPRINGS SHOULD BE 20MM SHORTER, USE OEM 140MM PRELOAD BUSH. MOUNT THE FORK 10 MMM THROUGH THE TRIPLE CLAMP",1686,POS 1,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,K03,e1*168/2013*00017
2025-03-10,L,SP-BM03-SSA004,LK-BM03-001-35,SP-BM03-SLS004,BMW,G 310 GS  35 mm Lower,17-24,1704,SAE 15,140 MM,NOT ADJUSTABLE,65 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,YES THE HYPERPRO SPRING SHOULD BE 40MM SHORTER THE OEM. Left fork needs Tool HP-T65 to remove the cap from the innertube.,LK-BM03-001-35,POS 1,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,Fork needs Tool HP-T65.,K02,e1*168/2013*00052
2025-03-10,,SP-BM03-SSA003,SP-BM03-SSB003,SP-BM03-SSC003,BMW,G 310 GS,17-24,1702,SAE 20,140 MM,NOT ADJUSTABLE,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,YES THE HYPERPRO SPRING SHOULD BE 25MM SHORTER THE OEM. Left fork needs Tool HP-T65 to remove the cap from the innertube.,1703,POS 1,20 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,Fork needs Tool HP-T65. Mount the fork 10mm through the triple clamp,K02,e1*168/2013*00052
2025-03-10,L,SP-BM03-SSA005,,,BMW,G 310 GS  55 mm Lower (comb. With shock),17-24,1704,SAE 15,140 MM,NOT ADJUSTABLE,65 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,YES THE HYPERPRO SPRING SHOULD BE 40MM SHORTER THE OEM. Left fork needs Tool HP-T65 to remove the cap from the innertube. Mount the fork max 20mm through the triple tree(mind the horn),SHOCK -55,POS 1,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,Fork needs Tool HP-T65. mount the fork max 20mm through the triple clamp,K02,e1*168/2013*00052
2025-07-04,L,SP-BM04-SSA003,SP-BM04-SSD003,SP-BM04-SSE003,BMW,C400 GT/X LOWER 25mm LOWER,18-25,1762,SAE 15,100 MM,NOT ADJUSTABLE,35-40 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,YES THE HYPERPRO SPRING SHOULD BE 35MM SHORTER THEN OEM,1763,POS 2,35 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,-30MM ON PRELOAD 1 AND -15MM OP PRELOAD 5,,,
2025-07-04,,SP-BM04-SSA002,,,BMW,C400 GT/X,18-25,1852,SAE 15,100 MM,NOT ADJUSTABLE,20 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,YES THE HYPERPRO SPRING SHOULD BE 20MM SHORTER THEN OEM,,,,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,
2018-05-08,,SP-BM04-SSA001,,,BMW,R 45,78-85,2050,SAE 10,120 MM,NOT ADJUSTABLE,,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2024-01-09,L,,SP-BM06-SSB025,,BMW,C650 Sport / C650 GT 20 mm lower,16-20,,,,,,,,"left inner tube is folded close , so no spring kit , use oil 15 and grease fork seal",1582,POS 1,35-40 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,e1*168/2013*00005*01
2017-03-09,,SP-BM06-SSA007,,,BMW,G 650X CHALLENGE,07-09,1321,2X SAE 15,140 MM,NOT ADJUSTABLE,40-45 MM,4-6 K OPEN,4-6 K OPEN,USE STANDARD 40 MM PRELOAD BUSH / YES THE HYPERPRO SPRING SHOULD BE 10MM SHORTER THEN ORIGINAL,,,,,,,,10165,
2017-12-07,no,,,,BMW,C600 Sport / C650 GT,12-15,,,,,,,,,,,,,,,,,
2016-03-14,,SP-BM06-SSA020,SP-BM06-SSB020,SP-BM06-SSC020,BMW,G 650 GS factory lowered,11-15,0843,SAE 20,170 MM,NOT ADJUSTABLE,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,1101,10 KLICKS,20 MM,NOT ADJUSTABLE,"0,5-1 TURN OPEN",,,,
2016-01-26,L,SP-BM06-SSA021,SP-BM06-SSB021,SP-BM06-SSC021,BMW,G 650 GS 30 MM LOWERING,09-15,0318,SAE 20,180 MM,NOT ADJUSTABLE,40 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,1295,0-10 KLICKS,40 MM,NOT ADJUSTABLE,"0,5-1 TURN OPEN",,,,
2016-01-26,L,SP-BM06-SSA022,SP-BM06-SSB022,SP-BM06-SSC022,BMW,G 650 GS 45 MM LOWERING,09-15,0205,SAE 20,180 MM,NOT ADJUSTABLE,55 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,1101,0-10 KLICKS,55 MM,NOT ADJUSTABLE,"0,5-1 TURN OPEN",,FOR REAR :length should be 180 mm,,
2025-10-25,,SP-BM07-SSA004,,,BMW,K 75 C,86-90,2019,SAE 10,170 MM,NOT ADJUSTABLE,,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,75,D796
,,SP-BM07-SSA003,SP-BM07-SSB003,SP-BM07-SSC003,BMW,K 75 & K100 WITH SHOWA 41 MM FORK,92-96,0371,SAE 15,170 MM,NOT ADJUSTABLE,30 - 35 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,REMOVE STANDARD 190 MM BUSH,0349,POS 1 OF 3,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,75,D796/1
2025-07-04,,SP-BM06-SSA030,SP-BM06-SSB030,SP-BM06-SSC030,BMW,F 650 GS factory lowered,00-07,0390,SAE 15,160 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,use original 250mm preload bush,1101,10 KLICKS,20 MM,NOT ADJUSTABLE,"0,5-1 TURN OPEN",,,,
,,SP-BM07-SSA005,,,BMW,K 75 S,86-90,2019,SAE 10,170 MM,NOT ADJUSTABLE,,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,fits until 08-1991,75,D796
,L,SP-BM07-SSA007,SP-BM07-SSB007,SP-BM07-SSC007,BMW,K 75 & K100 WITH SHOWA 41 MM FORK 25MM LOWER,92-96,0534,SAE 15,250 MM,NOT ADJUSTABLE,40-50 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,REMOVE STANDARD 190 MM PRELOAD BUSH,1333,POS 1 OF 3,40 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,
2025-10-28,UD,,,,BMW,CE 04,21-24,1307/1752?,,,,,,,,,,,,,,,,
,,SP-BM07-SSA001,SP-BM07-SSB001,SP-BM07-SSC001,BMW,"K 75  WITH BREMBO / (MARZ)  41,4 MM FORK",83 - 91,0474,SAE 20,190 MM,NOT ADJUSTABLE,55 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,0349,POS. 2 OF 3,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,
,,SP-BM06-SSA011,SP-BM06-SSB011,SP-BM06-SSC011,BMW,F 650,94-00,0843,SAE 20,180 MM,NOT ADJUSTABLE,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,USE ORG 100 MM BUSH  / MOUNT FORK 5 MM THROUGH TRIPLE CLAMP,1149,10 CLICKS,20 MM,NOT ADJUSTABLE,0.5-1 TURN OPEN,,,BMW 169,
,,SP-BM06-SSA001,SP-BM06-SSB001,SP-BM06-SSC001,BMW,F 650 CS SCARVER,02-05,0391,SAE 20,170 MM,NOT ADJUSTABLE,21 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,USE ORG 205 MM BUSH,0519,14 MM,8 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,K14,
2021-07-23,UD,,,,BMW,C evolution,13-20,,,,,,,,"left inner tube is folded close , so no spring kit , use oil 15 and grease fork seal",,,,,,,,K17,
2017-03-09,L,SP-BM06-SSA026,,,BMW,G 650X CHALLENGE 40mm LOWERING,07-09,1322,2X SAE 15,130 MM,NOT ADJUSTABLE,95 MM,4-6 K OPEN,4-6 K OPEN,USE STANDARD 40 MM PRELOAD BUSH / YES THE HYPERPRO SPRING SHOULD BE 15MM SHORTER THEN ORIGINAL,,,,,,,,10165,
2012-08-16,,SP-BM06-SSA003,SP-BM06-SSB003,SP-BM06-SSC003,BMW,F 650 GS,00-07,0843,SAE 20,180 MM,NOT ADJUSTABLE,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,1149,10 KLICKS,20 MM,NOT ADJUSTABLE,"0,5-1 TURN OPEN",,,R13,
,L,SP-BM06-SSA008,SP-BM06-SSB008,SP-BM06-SSC008,BMW,F 650 35 MM LOWERING,94-00,1345,SAE 20,180 MM,NOT ADJUSTABLE,60-65 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,REMOVE ORIGINAL 100 MM BUSH  / MOUNT FORK 5 MM THROUGH TRIPLE CLAMP,0628,0-10 CLICKS,55 MM,NOT ADJUSTABLE,0.5-1 TURN OPEN,,,BMW 169,
2017-12-18,,SP-BM06-SSA010,SP-BM06-SSB010,SP-BM06-SSC010,BMW,G 650X MOTO,06-07,1321,2X SAE 15,130 MM,NOT ADJUSTABLE,40-45 MM,4-6 K OPEN,4-6 K OPEN,USE STANDARD 40 MM PRELOAD BUSH / YES THE HYPERPRO SPRING SHOULD BE 10MM SHORTER THEN ORIGINAL,1101,,20-25 mm,NOT ADJUSTABLE,6 KLICKS,,,,
2015-10-01,,SP-BM06-SSA019,SP-BM06-SSB019,SP-BM06-SSC019,BMW,G 650 GS factory lowered,09-10,0390,SAE 15,160 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,use original 250mm preload bush,1101,10 KLICKS,20 MM,NOT ADJUSTABLE,"0,5-1 TURN OPEN",,,,
